0.000000000000000000e+00,0.000000000000000000e+00
4.166666666666666609e-03,0.000000000000000000e+00
8.333333333333333218e-03,0.000000000000000000e+00
1.250000000000000069e-02,0.000000000000000000e+00
1.666666666666666644e-02,0.000000000000000000e+00
2.083333333333333218e-02,0.000000000000000000e+00
2.500000000000000139e-02,0.000000000000000000e+00
2.916666666666666713e-02,0.000000000000000000e+00
3.333333333333333287e-02,0.000000000000000000e+00
3.749999999999999861e-02,0.000000000000000000e+00
4.166666666666666435e-02,0.000000000000000000e+00
4.583333333333333010e-02,0.000000000000000000e+00
5.000000000000000278e-02,0.000000000000000000e+00
5.416666666666666852e-02,0.000000000000000000e+00
5.833333333333333426e-02,0.000000000000000000e+00
6.250000000000000000e-02,0.000000000000000000e+00
6.666666666666666574e-02,0.000000000000000000e+00
7.083333333333333148e-02,0.000000000000000000e+00
7.499999999999999722e-02,0.000000000000000000e+00
7.916666666666666297e-02,0.000000000000000000e+00
8.333333333333332871e-02,0.000000000000000000e+00
8.749999999999999445e-02,0.000000000000000000e+00
9.166666666666666019e-02,0.000000000000000000e+00
9.583333333333332593e-02,0.000000000000000000e+00
1.000000000000000056e-01,0.000000000000000000e+00
1.041666666666666713e-01,0.000000000000000000e+00
1.083333333333333370e-01,0.000000000000000000e+00
1.125000000000000028e-01,0.000000000000000000e+00
1.166666666666666685e-01,0.000000000000000000e+00
1.208333333333333343e-01,0.000000000000000000e+00
1.250000000000000000e-01,0.000000000000000000e+00
1.291666666666666519e-01,0.000000000000000000e+00
1.333333333333333315e-01,0.000000000000000000e+00
1.375000000000000111e-01,0.000000000000000000e+00
1.416666666666666630e-01,0.000000000000000000e+00
1.458333333333333426e-01,0.000000000000000000e+00
1.499999999999999944e-01,0.000000000000000000e+00
1.541666666666666741e-01,0.000000000000000000e+00
1.583333333333333259e-01,0.000000000000000000e+00
1.625000000000000056e-01,1.081469622489008863e-07
1.666666666666666574e-01,1.998416669696926650e-07
1.708333333333333370e-01,2.812512475524047963e-07
1.749999999999999889e-01,3.541209825342625499e-07
1.791666666666666685e-01,4.194995593016433145e-07
1.833333333333333204e-01,4.782221762796585242e-07
1.875000000000000000e-01,5.310001267213503150e-07
1.916666666666666519e-01,5.784530430490299418e-07
1.958333333333333315e-01,6.211268119569226904e-07
2.000000000000000111e-01,6.595060469696445772e-07
2.041666666666666630e-01,6.940231900385571461e-07
2.083333333333333426e-01,7.250654716654800666e-07
2.124999999999999944e-01,7.529805441462657268e-07
2.166666666666666741e-01,7.780811187095558161e-07
2.208333333333333259e-01,8.006489426842008022e-07
2.250000000000000056e-01,8.209382121925429406e-07
2.291666666666666574e-01,8.391785678387789461e-07
2.333333333333333370e-01,8.555777319673040193e-07
2.374999999999999889e-01,8.703238525687058329e-07
2.416666666666666685e-01,1.365130688284281413e-06
2.458333333333333204e-01,1.815317608582389504e-06
2.500000000000000000e-01,2.205985988346135065e-06
2.541666666666666519e-01,2.542781384881407080e-06
2.583333333333333037e-01,2.879422863993544177e-06
2.625000000000000111e-01,2.179019363734345224e-06
2.666666666666666630e-01,1.560899475626274200e-06
2.708333333333333148e-01,8.711145583718932964e-07
2.750000000000000222e-01,3.398750595427015995e-07
2.791666666666666741e-01,-2.570447784741037679e-07
2.833333333333333259e-01,-7.348078996882538705e-07
2.874999999999999778e-01,-9.920819951913021903e-07
2.916666666666666852e-01,-1.106733226061457919e-06
2.958333333333333370e-01,-1.147303855361972454e-06
2.999999999999999889e-01,-1.150826950871613410e-06
3.041666666666666408e-01,-1.137467043737749075e-06
3.083333333333333481e-01,-1.118027433047794911e-06
3.125000000000000000e-01,-1.098103184208362722e-06
3.166666666666666519e-01,-1.080411592741541534e-06
3.208333333333333037e-01,-1.066100904567224237e-06
3.250000000000000111e-01,-1.055483038435252943e-06
3.291666666666666630e-01,-1.048441546327420513e-06
3.333333333333333148e-01,-1.044656715105901916e-06
3.375000000000000222e-01,-1.043727954983038731e-06
