0.000000000000000000e+00,-1.505743131702375059e-03,2.976748008157323669e-02,9.720926982485789125e-02
4.166666666666666609e-03,-1.505743131702375059e-03,2.976748008157323669e-02,9.720926982485789125e-02
8.333333333333333218e-03,-1.505743131702375059e-03,2.976748008157323669e-02,9.703565871374678076e-02
1.250000000000000069e-02,-1.505743131702375059e-03,2.976748008157323669e-02,9.668846663234179073e-02
1.666666666666666644e-02,-1.505743131702375059e-03,2.976748008157323669e-02,9.616772612686486088e-02
2.083333333333333218e-02,-1.505743131702375059e-03,2.976748008157323669e-02,9.547347214718582276e-02
2.500000000000000139e-02,-1.505743131702375059e-03,2.976748008157323669e-02,9.460574204493280015e-02
2.916666666666666713e-02,-1.505743131702375059e-03,2.976748008157323669e-02,9.356457557146968806e-02
3.333333333333333287e-02,-1.505743131702375059e-03,2.976748008157323669e-02,9.235001487574120982e-02
3.749999999999999861e-02,-1.505743131702375059e-03,2.976748008157323669e-02,9.096210450198574660e-02
4.166666666666666435e-02,-1.505743131702375059e-03,2.976748008157323669e-02,8.940089138731613372e-02
4.583333333333333010e-02,-1.505743131702375059e-03,2.976748008157323669e-02,8.766642485916875671e-02
5.000000000000000278e-02,-1.505743131702375059e-03,2.976748008157323669e-02,8.575875663262130799e-02
5.416666666666666852e-02,-1.505743131702375059e-03,2.976748008157323669e-02,8.367794080757931519e-02
5.833333333333333426e-02,-1.505743131702375059e-03,2.976748008157323669e-02,8.142403386583199620e-02
6.250000000000000000e-02,-1.505743131702375059e-03,2.976748008157323669e-02,7.899709466797766311e-02
6.666666666666666574e-02,-1.505743131702375059e-03,2.976748008157323669e-02,7.639718445021903559e-02
7.083333333333333148e-02,-1.505743131702375059e-03,2.976748008157323669e-02,7.362436682102882490e-02
7.499999999999999722e-02,-1.505743131702375059e-03,2.976748008157323669e-02,7.067870775768600455e-02
7.916666666666666297e-02,-1.505743131702375059e-03,2.976748008157323669e-02,6.756027560268326737e-02
8.333333333333332871e-02,-1.504894127134687870e-03,2.981717533039896645e-02,6.757409409054822291e-02
8.749999999999999445e-02,-1.504906463872541372e-03,2.987129673359648768e-02,6.758669888485885346e-02
9.166666666666666019e-02,-1.504937294380462309e-03,2.992845548347477028e-02,6.759808797232150224e-02
9.583333333333332593e-02,-1.502794704708938778e-03,2.998850803493728276e-02,6.760840766251836886e-02
1.000000000000000056e-01,-1.502987266613232259e-03,3.005150917627227164e-02,6.761755514194224548e-02
1.041666666666666713e-01,-1.501000665325349231e-03,3.011757909855996423e-02,6.762577325753722779e-02
1.083333333333333370e-01,-1.501335720573468424e-03,3.018678003674007265e-02,6.763294239633166338e-02
1.125000000000000028e-01,-1.499483053824100798e-03,3.025923198953948609e-02,6.763929406883156803e-02
1.166666666666666685e-01,-1.499938621103952263e-03,3.033500536902102376e-02,6.764469324607542966e-02
1.208333333333333343e-01,-1.498199937072751398e-03,3.041422813462906979e-02,6.764936241885395607e-02
1.250000000000000000e-01,-1.498757260916763756e-03,3.049697943853258569e-02,6.765315229565431465e-02
